czas[s],pozycja_x[pixel],wyjscie_x,bład errox_x,P=0.25,I= 0,D= 0
0.0,128,-48,-192
0.54,129,-48,-191
0.61,129,-48,-191
0.68,130,-48,-190
0.77,129,-48,-191
0.88,130,-48,-190
0.97,130,-48,-190
1.06,129,-48,-191
1.16,129,-48,-191
1.28,134,-46,-186
1.39,138,-46,-182
1.48,143,-44,-177
1.57,146,-44,-174
1.66,154,-42,-166
1.75,164,-39,-156
1.85,174,-36,-146
1.95,184,-34,-136
2.02,196,-31,-124
2.09,204,-29,-116
2.16,218,-26,-102
2.22,232,-22,-88
2.29,246,-18,-74
2.35,256,-16,-64
2.4,266,-14,-54
2.48,278,-10,-42
2.56,290,-8,-30
2.64,302,-4,-18
2.74,315,-1,-5
2.83,322,0,2
2.91,342,6,22
3.0,356,9,36
3.1,377,14,57
3.17,398,20,78
3.24,414,24,94
3.31,435,29,115
3.4,457,34,137
3.47,471,38,151
3.54,488,42,168
3.59,504,46,184
3.65,521,50,201
3.71,530,52,210
3.79,525,51,205
3.85,524,51,204
3.91,522,50,202
3.98,513,48,193
4.05,507,47,187
4.11,502,46,182
4.17,495,44,175
4.25,483,41,163
4.31,479,40,159
4.38,471,38,151
4.46,463,36,143
4.52,454,34,134
4.59,443,31,123
4.66,431,28,111
4.73,420,25,100
4.79,405,21,85
4.84,391,18,71
4.9,375,14,55
4.96,359,10,39
5.03,342,6,22
5.13,325,1,5
5.21,307,-3,-13
5.26,297,-6,-23
5.36,280,-10,-40
5.44,247,-18,-73
5.53,226,-24,-94
5.62,194,-32,-126
5.69,174,-36,-146
5.76,154,-42,-166
5.82,137,-46,-183
5.89,146,-44,-174
5.95,149,-43,-171
6.02,154,-42,-166
6.09,158,-40,-162
6.15,161,-40,-159
6.21,163,-39,-157
6.27,167,-38,-153
6.32,171,-37,-149
6.38,176,-36,-144
6.45,181,-35,-139
6.53,186,-34,-134
6.61,191,-32,-129
6.67,194,-32,-126
6.75,201,-30,-119
6.82,207,-28,-113
6.88,218,-26,-102
6.95,225,-24,-95
7.02,231,-22,-89
7.11,239,-20,-81
7.18,246,-18,-74
7.26,254,-16,-66
7.36,262,-14,-58
7.44,273,-12,-47
7.54,284,-9,-36
7.62,294,-6,-26
7.71,303,-4,-17
7.81,318,0,-2
7.9,332,3,12
8.03,347,7,27
8.12,357,9,37
8.17,372,13,52
8.23,388,17,68
8.31,402,20,82
8.38,421,25,101
8.45,431,28,111
8.52,439,30,119
8.62,447,32,127
8.7,458,34,138
8.79,468,37,148
8.89,471,38,151
8.97,479,40,159
9.02,490,42,170
9.08,499,45,179
9.16,508,47,188
9.24,518,50,198
9.3,526,52,206
9.36,530,52,210
9.46,534,54,214
9.57,534,54,214
9.65,528,52,208
9.73,531,53,211
9.81,527,52,207
9.91,521,50,201
9.98,502,46,182
10.04,496,44,176
10.12,483,41,163
10.2,475,39,155
10.26,460,35,140
10.33,447,32,127
10.41,438,30,118
10.46,425,26,105
10.53,411,23,91
10.59,388,17,68
10.67,380,15,60
10.74,352,8,32
10.84,343,6,23
10.95,326,2,6
11.01,306,-4,-14
11.08,274,-12,-46
11.14,254,-16,-66
11.22,218,-26,-102
11.29,184,-34,-136
11.36,162,-40,-158
11.42,135,-46,-185
11.49,137,-46,-183
11.55,141,-45,-179
11.62,146,-44,-174
11.69,148,-43,-172
11.76,150,-42,-170
11.84,153,-42,-167
11.9,154,-42,-166
11.98,155,-41,-165
12.05,155,-41,-165
12.12,155,-41,-165
12.23,155,-41,-165
12.32,154,-42,-166
12.38,153,-42,-167
12.45,152,-42,-168
12.54,151,-42,-169
12.64,153,-42,-167
12.69,152,-42,-168
12.74,151,-42,-169
12.81,151,-42,-169
12.9,151,-42,-169
12.98,151,-42,-169
13.04,151,-42,-169
13.1,151,-42,-169
13.16,151,-42,-169
13.25,151,-42,-169
13.31,151,-42,-169
13.39,151,-42,-169
13.48,151,-42,-169
13.55,151,-42,-169
13.61,151,-42,-169
13.68,151,-42,-169
13.78,151,-42,-169
13.86,151,-42,-169
13.91,151,-42,-169
13.97,151,-42,-169
14.05,151,-42,-169
14.12,151,-42,-169
14.22,151,-42,-169
14.29,151,-42,-169
14.36,151,-42,-169
14.41,151,-42,-169
14.47,151,-42,-169
14.57,151,-42,-169
14.63,151,-42,-169
14.7,151,-42,-169
