czas[s],pozycja_x[pixel],wyjscie_x,bład errox_x,P=0.22,I= 0,D= 0
0.0,135,-41,-185
0.45,134,-41,-186
0.54,132,-41,-188
0.6,130,-42,-190
0.64,130,-42,-190
0.7,129,-42,-191
0.76,130,-42,-190
0.83,130,-42,-190
0.88,130,-42,-190
0.93,128,-42,-192
1.01,129,-42,-191
1.07,129,-42,-191
1.14,130,-42,-190
1.2,131,-42,-189
1.26,131,-42,-189
1.31,131,-42,-189
1.35,129,-42,-191
1.4,129,-42,-191
1.46,130,-42,-190
1.51,129,-42,-191
1.57,130,-42,-190
1.62,129,-42,-191
1.67,129,-42,-191
1.72,130,-42,-190
1.79,130,-42,-190
1.85,130,-42,-190
1.91,129,-42,-191
1.96,130,-42,-190
2.01,130,-42,-190
2.06,130,-42,-190
2.12,130,-42,-190
2.17,130,-42,-190
2.25,130,-42,-190
2.32,130,-42,-190
2.37,129,-42,-191
2.42,130,-42,-190
2.48,130,-42,-190
2.54,130,-42,-190
2.61,130,-42,-190
2.67,129,-42,-191
2.72,130,-42,-190
2.78,131,-42,-189
2.82,129,-42,-191
2.87,129,-42,-191
2.92,130,-42,-190
2.98,129,-42,-191
3.04,129,-42,-191
3.09,130,-42,-190
3.15,131,-42,-189
3.21,130,-42,-190
3.27,129,-42,-191
3.32,130,-42,-190
3.39,130,-42,-190
3.47,129,-42,-191
3.54,130,-42,-190
3.59,129,-42,-191
3.68,130,-42,-190
3.74,130,-42,-190
3.79,129,-42,-191
3.84,131,-42,-189
3.91,131,-42,-189
3.98,130,-42,-190
4.05,130,-42,-190
4.11,130,-42,-190
4.17,130,-42,-190
4.22,131,-42,-189
4.27,130,-42,-190
4.32,130,-42,-190
4.39,130,-42,-190
4.44,130,-42,-190
4.49,130,-42,-190
4.54,130,-42,-190
4.59,130,-42,-190
4.64,129,-42,-191
4.69,130,-42,-190
4.74,129,-42,-191
4.79,129,-42,-191
4.84,131,-42,-189
4.91,130,-42,-190
4.95,132,-41,-188
5.0,130,-42,-190
5.06,130,-42,-190
5.13,132,-41,-188
5.19,129,-42,-191
5.24,130,-42,-190
5.3,131,-42,-189
5.37,129,-42,-191
5.44,129,-42,-191
5.52,131,-42,-189
5.56,129,-42,-191
5.62,129,-42,-191
5.73,131,-42,-189
5.78,131,-42,-189
5.82,131,-42,-189
5.87,131,-42,-189
5.92,130,-42,-190
5.97,129,-42,-191
6.07,129,-42,-191
